2022-02-13,765,49,13
2022-02-24,774,69,18
2022-03-01,776,78,21
2022-03-21,804,94,34
2022-04-01,811,108,41
2022-04-25,827,114,43
2022-05-08,844,125,44
2022-05-19,871,132,45
2022-06-06,886,134,46
2022-06-17,902,136,46
2022-07-25,942,147,57
2022-08-04,950,152,58
2022-08-22,955,158,60
2022-09-22,968,182,69
2022-10-11,979,193,70
2022-10-24,986,209,71
2022-11-04,983,218,71
2022-11-29,983,254,71
2023-01-31,1027,317,71
2023-02-20,1039,334,71
2023-03-05,1037,343,71
2023-03-15,1049,365,71
